book,bookLabel,title,authorLabel
http://www.wikidata.org/entity/Q152629,Tell No One,Tell No One,Harlan Coben
http://www.wikidata.org/entity/Q191838,The Count of Monte Cristo,Le Comte de Monte-Cristo,Alexandre Dumas
http://www.wikidata.org/entity/Q218156,Zodiac,Zodiac,Robert Graysmith
http://www.wikidata.org/entity/Q179500,Grete Minde,Grete Minde,Theodor Fontane
http://www.wikidata.org/entity/Q214132,And Then There Were None,Ten Little Niggers,Agatha Christie
http://www.wikidata.org/entity/Q223880,Emma,Emma,Jane Austen
http://www.wikidata.org/entity/Q169976,Northern Lights,Northern Lights,Philip Pullman
http://www.wikidata.org/entity/Q212495,The Threepenny Opera,Die Dreigroschenoper,Bertolt Brecht
http://www.wikidata.org/entity/Q153935,Die Feuerzangenbowle,Die Feuerzangenbowle,Heinrich Spoerl
http://www.wikidata.org/entity/Q208002,The Fellowship of the Ring,The Fellowship of the Ring,J. R. R. Tolkien
http://www.wikidata.org/entity/Q151919,To Live,活着,Yu Hua
http://www.wikidata.org/entity/Q197243,4.50 from Paddington,4.50 from Paddington,Agatha Christie
http://www.wikidata.org/entity/Q211927,Hard to Be a God,Трудно быть богом,Arkady and Boris Strugatsky
http://www.wikidata.org/entity/Q177487,All Men Are Mortal,Tous les hommes sont mortels,Simone de Beauvoir
http://www.wikidata.org/entity/Q172850,The Name of the Rose,Il nome della rosa,Umberto Eco
http://www.wikidata.org/entity/Q185449,Eragon,Eragon,Christopher Paolini
http://www.wikidata.org/entity/Q189509,The Jungle Book,The Jungle Book,Rudyard Kipling
http://www.wikidata.org/entity/Q202975,Wuthering Heights,Wuthering Heights,Emily Brontë
http://www.wikidata.org/entity/Q153935,Die Feuerzangenbowle,Die Feuerzangenbowle,Hans Reimann
http://www.wikidata.org/entity/Q238652,"The Pathfinder, or The Inland Sea","The Pathfinder, or The Inland Sea",James Fenimore Cooper
http://www.wikidata.org/entity/Q170583,Pride and Prejudice,Pride and Prejudice,Jane Austen
http://www.wikidata.org/entity/Q215894,Candide,"Candide, ou l’Optimisme",Voltaire
http://www.wikidata.org/entity/Q224078,The Murder of Roger Ackroyd,The Murder of Roger Ackroyd,Agatha Christie
http://www.wikidata.org/entity/Q232055,Two Years' Vacation,Deux ans de vacances,Jules Verne
http://www.wikidata.org/entity/Q206503,Ishmael,Ishmael,Daniel Quinn
http://www.wikidata.org/entity/Q223131,A Study in Scarlet,A Study in Scarlet,Arthur Conan Doyle
http://www.wikidata.org/entity/Q194551,"Run, Melos!",走れメロス,Osamu Dazai
http://www.wikidata.org/entity/Q193417,Madame Bovary,Madame Bovary,Gustave Flaubert
http://www.wikidata.org/entity/Q181488,Gulliver's Travels,"Travels into Several Remote Nations of the World, in Four Parts. By Lemuel Gulliver, First a Surgeon, and then a Captain of several Ships",Jonathan Swift
http://www.wikidata.org/entity/Q191380,The Hunchback of Notre Dame,Notre-Dame de Paris,Victor Hugo
http://www.wikidata.org/entity/Q241348,Scarlett,Scarlett,Alexandra Ripley
http://www.wikidata.org/entity/Q151883,The sorrows of young Werther,Die Leiden des jungen Werthers,Johann Wolfgang von Goethe
http://www.wikidata.org/entity/Q232153,One Day,One Day,David Nicholls
http://www.wikidata.org/entity/Q164883,Initial D,頭文字D,Shūichi Shigeno
http://www.wikidata.org/entity/Q191540,New Moon,New Moon,Stephenie Meyer
http://www.wikidata.org/entity/Q144569,The Captain's Daughter,Капитанская дочка,Alexander Pushkin
http://www.wikidata.org/entity/Q164974,Oliver Twist,Oliver Twist,Charles Dickens
http://www.wikidata.org/entity/Q217073,Steppenwolf,Der Steppenwolf,Hermann Hesse
http://www.wikidata.org/entity/Q219457,A Journey to the Center of the Earth,,Jules Verne
http://www.wikidata.org/entity/Q140036,The Invention of Hugo Cabret,The Invention of Hugo Cabret,Brian Selznick
http://www.wikidata.org/entity/Q180736,Les Misérables,Les Misérables,Victor Hugo
http://www.wikidata.org/entity/Q180736,Les Misérables,Les Misérables,Victor Hugo
http://www.wikidata.org/entity/Q212340,To Kill a Mockingbird,To Kill a Mockingbird,Harper Lee
http://www.wikidata.org/entity/Q182961,Jane Eyre,Jane Eyre,Charlotte Brontë
http://www.wikidata.org/entity/Q138746,"Romeo, Juliet and Darkness","Romeo, Julie a tma",Jan Otčenášek
http://www.wikidata.org/entity/Q200920,For Whom the Bell Tolls,For Whom the Bell Tolls,Ernest Hemingway
http://www.wikidata.org/entity/Q149993,The Phantom Tollbooth,The Phantom Tollbooth,Norton Juster
http://www.wikidata.org/entity/Q165318,Crime and Punishment,Преступление и наказание,Fyodor Dostoyevsky
http://www.wikidata.org/entity/Q219552,Great Expectations,Great Expectations,Charles Dickens
http://www.wikidata.org/entity/Q208460,Nineteen Eighty-Four,Nineteen Eighty-Four,George Orwell
http://www.wikidata.org/entity/Q215410,Adventures of Huckleberry Finn,The Adventures Of Huckleberry Finn,Mark Twain
http://www.wikidata.org/entity/Q147787,Anna Karenina,Анна Каренина,Leo Tolstoy
http://www.wikidata.org/entity/Q217352,Strange Case of Dr Jekyll and Mr Hyde,Strange Case of Dr Jekyll and Mr Hyde,Robert Louis Stevenson
http://www.wikidata.org/entity/Q165520,101 Reykjavík,,Hallgrímur Helgason
http://www.wikidata.org/entity/Q208622,The Good Soldier Švejk,Osudy dobrého vojáka Švejka za světové války,Jaroslav Hašek
http://www.wikidata.org/entity/Q213019,The War of the Worlds,The War of the Worlds,H. G. Wells
http://www.wikidata.org/entity/Q191663,The Canterbury Tales,The Canterbury Tales,Geoffrey Chaucer
http://www.wikidata.org/entity/Q178688,"Mio, My Son","Mio, min Mio",Astrid Lindgren
http://www.wikidata.org/entity/Q174596,Moby-Dick,Moby-Dick,Herman Melville
http://www.wikidata.org/entity/Q140016,Jar City,Mýrin,Arnaldur Indriðason
http://www.wikidata.org/entity/Q240617,Père Goriot,Le Père Goriot,Honoré de Balzac
http://www.wikidata.org/entity/Q146866,Resurrection,Воскресение,Leo Tolstoy
http://www.wikidata.org/entity/Q183157,The Brothers Karamazov,Братья Карамазовы,Fyodor Dostoyevsky
http://www.wikidata.org/entity/Q206870,Doctor Zhivago,Доктор Живаго,Boris Pasternak
http://www.wikidata.org/entity/Q150827,"Frankenstein; or, The Modern Prometheus",Frankenstein,Mary Shelley
http://www.wikidata.org/entity/Q144344,The House in Montevideo,Das Haus in Montevideo,Curt Goetz
http://www.wikidata.org/entity/Q210784,The Idiot,Идиот,Fyodor Dostoyevsky
http://www.wikidata.org/entity/Q192649,The Red and the Black,Le Rouge et le Noir,Stendhal
http://www.wikidata.org/entity/Q228119,The Final Problem,The Final Problem,Arthur Conan Doyle
http://www.wikidata.org/entity/Q163297,The Stranger,L'Étranger,Albert Camus
http://www.wikidata.org/entity/Q384635,The Diary of a Chambermaid,Le Journal d'une femme de chambre,Octave Mirbeau
http://www.wikidata.org/entity/Q332581,The Return of the King,The Return of the King,J. R. R. Tolkien
http://www.wikidata.org/entity/Q246436,Miss Lulu Bett,Miss Lulu Bett,Zona Gale
http://www.wikidata.org/entity/Q370952,Pope Joan,Pope Joan,Donna Woolfolk Cross
http://www.wikidata.org/entity/Q386293,The Solitude of Prime Numbers,La solitudine dei numeri primi,Paolo Giordano
http://www.wikidata.org/entity/Q271697,Heidi,Heidi,Johanna Spyri
http://www.wikidata.org/entity/Q306619,Atonement,Atonement,Ian McEwan
http://www.wikidata.org/entity/Q371371,Le Diable au corps,Le Diable sans corps,Raymond Radiguet
http://www.wikidata.org/entity/Q351933,Frau Jenny Treibel,Frau Jenny Treibel,Theodor Fontane
http://www.wikidata.org/entity/Q332388,The Two Towers,The Two Towers,J. R. R. Tolkien
http://www.wikidata.org/entity/Q316069,The Devil With the Three Golden Hairs,Der Teufel mit den drei goldenen Haaren,Jacob Grimm
http://www.wikidata.org/entity/Q268796,Anna and the King of Siam,,Margaret Landon
http://www.wikidata.org/entity/Q316069,The Devil With the Three Golden Hairs,Der Teufel mit den drei goldenen Haaren,Brothers Grimm
http://www.wikidata.org/entity/Q379449,The Pit and the Pendulum,The Pit and the Pendulum,Edgar Allan Poe
http://www.wikidata.org/entity/Q354566,The Extraordinary Adventures of Adèle Blanc-Sec,Adèle et la Bête,Jacques Tardi
http://www.wikidata.org/entity/Q374098,Atlas Shrugged,Atlas Shrugged,Ayn Rand
http://www.wikidata.org/entity/Q287838,Raise the Titanic!,Raise the Titanic!,Clive Cussler
http://www.wikidata.org/entity/Q316069,The Devil With the Three Golden Hairs,Der Teufel mit den drei goldenen Haaren,Wilhelm Grimm
http://www.wikidata.org/entity/Q274744,Sense and Sensibility,Raison et Sentiments,Jane Austen
http://www.wikidata.org/entity/Q354058,The Client,The Client,John Grisham
http://www.wikidata.org/entity/Q272506,The Phantom of the Opera,Le Fantôme de l'Opéra,Camila
http://www.wikidata.org/entity/Q311449,The Reader,Der Vorleser,Bernhard Schlink
http://www.wikidata.org/entity/Q284839,The Ugly Swans,Гадкие лебеди,Arkady and Boris Strugatsky
http://www.wikidata.org/entity/Q291087,Hannibal Rising,Hannibal Rising,Thomas Harris
http://www.wikidata.org/entity/Q380831,Last Orders,Last Orders,Graham Swift
http://www.wikidata.org/entity/Q322156,The Boy in the Striped Pyjamas,The Boy in the Striped Pyjamas,John Boyne
http://www.wikidata.org/entity/Q328061,Maigret at the Crossroads,La Nuit du carrefour,Georges Simenon
http://www.wikidata.org/entity/Q253925,Thinner,Thinner,Stephen King
http://www.wikidata.org/entity/Q379913,Closer,Closer,Patrick Marber
http://www.wikidata.org/entity/Q284395,The Bridges of Madison County,The Bridges of Madison County,Robert James Waller
http://www.wikidata.org/entity/Q268078,The Runaway Jury,The Runaway Jury,John Grisham
http://www.wikidata.org/entity/Q329111,Immensee,,Theodor Storm
http://www.wikidata.org/entity/Q288020,The Canterville Ghost,The Canterville Ghost,Oscar Wilde
http://www.wikidata.org/entity/Q251604,The Story of Doctor Dolittle,The Story of Doctor Dolittle,Hugh Lofting
http://www.wikidata.org/entity/Q379286,Naked Lunch,,William S. Burroughs
http://www.wikidata.org/entity/Q373536,Jonathan Livingston Seagull,Jonathan Livingston Seagull,Richard Bach
http://www.wikidata.org/entity/Q331656,The Voyage of the Dawn Treader,The Voyage of the Dawn Treader,C. S. Lewis
http://www.wikidata.org/entity/Q252283,The Goalie's Anxiety at the Penalty Kick,Die Angst des Tormanns beim Elfmeter,Peter Handke
http://www.wikidata.org/entity/Q268545,Thérèse Raquin,Thérèse Raquin,Émile Zola
http://www.wikidata.org/entity/Q381756,Death on the Nile,Poirot sul Nilo,Agatha Christie
http://www.wikidata.org/entity/Q279676,Michael Kohlhaas,Michael Kohlhaas,Heinrich von Kleist
http://www.wikidata.org/entity/Q289484,The Bread of Those Early Years,Das Brot der frühen Jahre,Heinrich Böll
http://www.wikidata.org/entity/Q326914,The Adventures of Tom Sawyer,The Adventures of Tom Sawyer,Mark Twain
http://www.wikidata.org/entity/Q265954,Slaughterhouse-Five,Slaughterhouse-Five,Kurt Vonnegut
http://www.wikidata.org/entity/Q265954,Slaughterhouse-Five,Abattoir 5 ou la Croisade des enfants,Kurt Vonnegut
http://www.wikidata.org/entity/Q250125,Lotte in Weimar: The Beloved Returns,Lotte in Weimar,Thomas Mann
http://www.wikidata.org/entity/Q384033,Ripley Under Ground,Ripley Under Ground,Patricia Highsmith
http://www.wikidata.org/entity/Q308918,A Tale of Two Cities,A Tale of Two Cities,Charles Dickens
http://www.wikidata.org/entity/Q323146,About a Boy,About a Boy,Nick Hornby
http://www.wikidata.org/entity/Q314266,Enigma,Enigma,Robert Harris
http://www.wikidata.org/entity/Q387480,Little Lord Fauntleroy,Little Lord Fauntleroy,Frances Hodgson Burnett
http://www.wikidata.org/entity/Q289770,Ward No. 6,Палата № 6,Anton Chekhov
http://www.wikidata.org/entity/Q276022,Quality Street,,J. M. Barrie
http://www.wikidata.org/entity/Q274744,Sense and Sensibility,Sense and Sensibility,Jane Austen
http://www.wikidata.org/entity/Q379015,The Judge and His Hangman,Der Richter und sein Henker,Friedrich Dürrenmatt
http://www.wikidata.org/entity/Q264519,All the Pretty Horses,All the Pretty Horses,Cormac McCarthy
http://www.wikidata.org/entity/Q357606,The Chamber,The Chamber,John Grisham
http://www.wikidata.org/entity/Q245847,A Man Asleep,Un homme qui dort,Georges Perec
http://www.wikidata.org/entity/Q379108,The Death Ship,Das Totenschiff,B. Traven
http://www.wikidata.org/entity/Q374204,Life of Pi,Life of Pi,Yann Martel
http://www.wikidata.org/entity/Q266232,Dream Story,Traumnovelle,Arthur Schnitzler
http://www.wikidata.org/entity/Q313129,Middlemarch,Middlemarch,George Eliot
http://www.wikidata.org/entity/Q248096,"The History of Tom Jones, a Foundling","The History of Tom Jones, a Foundling",Henry Fielding
http://www.wikidata.org/entity/Q265546,A Scandal in Bohemia,A Scandal in Bohemia,Arthur Conan Doyle
http://www.wikidata.org/entity/Q368432,Live and Let Die,Live and Let Die,Ian Fleming
http://www.wikidata.org/entity/Q286725,Simulacron-3,Simulacron-3,Daniel F. Galouye
http://www.wikidata.org/entity/Q291328,Rathinirvedam,,P. Padmarajan
http://www.wikidata.org/entity/Q331228,The Chant of Jimmie Blacksmith,The Chant of Jimmie Blacksmith,Thomas Keneally
http://www.wikidata.org/entity/Q375090,An Inspector Calls,An Inspector Calls,J. B. Priestley
http://www.wikidata.org/entity/Q278208,Catch-22,Catch-22,Joseph Heller
http://www.wikidata.org/entity/Q250123,Christine,Christine,Stephen King
http://www.wikidata.org/entity/Q336056,The Girl Who Leapt Through Time,時をかける少女,Yasutaka Tsutsui
http://www.wikidata.org/entity/Q249242,Une Vie,Une Vie,Guy de Maupassant
http://www.wikidata.org/entity/Q275880,Anne Pedersdotter,Anne Pedersdotter,Hans Wiers-Jenssen
http://www.wikidata.org/entity/Q246732,Satyricon,Satyricon,Petronius
http://www.wikidata.org/entity/Q367732,Krabat,Krabat,Otfried Preußler
http://www.wikidata.org/entity/Q274744,Sense and Sensibility,Le Cœur et la raison,Jane Austen
http://www.wikidata.org/entity/Q335315,Quo Vadis,Quo vadis,Henryk Sienkiewicz
http://www.wikidata.org/entity/Q331106,The Dressmaker,The Dressmaker,Beryl Bainbridge
http://www.wikidata.org/entity/Q245738,My Mother's Castle,Le Château de ma mère,Marcel Pagnol
http://www.wikidata.org/entity/Q329989,Demons,Бѣсы,Fyodor Dostoyevsky
http://www.wikidata.org/entity/Q285209,Belphégor,Belphégor,Arthur Bernède
http://www.wikidata.org/entity/Q305415,The Caine Mutiny,The Caine Mutiny,Herman Wouk
http://www.wikidata.org/entity/Q321047,Abie's Irish Rose,,Anne Nichols
http://www.wikidata.org/entity/Q339761,Bel-Ami,Bel-Ami,Guy de Maupassant
http://www.wikidata.org/entity/Q381756,Death on the Nile,Mort sur le Nil,Agatha Christie
http://www.wikidata.org/entity/Q253451,A Damsel in Distress,A Damsel in Distress,P. G. Wodehouse
http://www.wikidata.org/entity/Q381756,Death on the Nile,Death on the NilE,Agatha Christie
http://www.wikidata.org/entity/Q381756,Death on the Nile,Poirot en Egipto,Agatha Christie
http://www.wikidata.org/entity/Q264757,The Cat,Le Chat,Georges Simenon
http://www.wikidata.org/entity/Q259168,The Sum of All Fears,The Sum of All Fears,Tom Clancy
http://www.wikidata.org/entity/Q316826,Das Käthchen von Heilbronn,Käthchen von Heilbronn,Heinrich von Kleist
http://www.wikidata.org/entity/Q247372,Tender Is the Night,Tender Is the Night,F. Scott Fitzgerald
http://www.wikidata.org/entity/Q381753,Firefox,Firefox,Craig Thomas
http://www.wikidata.org/entity/Q261281,Solaris,Solaris,Stanisław Lem
http://www.wikidata.org/entity/Q381756,Death on the Nile,Muerte en el Nilo,Agatha Christie
