book,bookLabel,title,authorLabel
http://www.wikidata.org/entity/Q1220988,Pereira Maintains,Sostiene Pereira,Antonio Tabucchi
http://www.wikidata.org/entity/Q1212384,The Colour Out of Space,The Colour Out of Space,H. P. Lovecraft
http://www.wikidata.org/entity/Q1212739,The Stepford Wives,The Stepford Wives,Ira Levin
http://www.wikidata.org/entity/Q1199794,Lost Horizon,Lost Horizon,James Hilton
http://www.wikidata.org/entity/Q1218985,The Last Days of Pompeii,The Last Days of Pompeii,Edward Bulwer-Lytton
http://www.wikidata.org/entity/Q1212984,The business affairs of Mr Julius Caesar,Die Geschäfte des Herrn Julius Caesar,Bertolt Brecht
http://www.wikidata.org/entity/Q1199291,Scott Pilgrim,,Bryan Lee O'Malley
http://www.wikidata.org/entity/Q1218232,The First Men in the Moon,The First Men in the Moon,H. G. Wells
http://www.wikidata.org/entity/Q1212133,The Elegance of the Hedgehog,L'Élégance du hérisson,Muriel Barbery
http://www.wikidata.org/entity/Q1213293,The Manuscript Found in Saragossa,Manuscrit trouvé à Saragosse,Jan Potocki
http://www.wikidata.org/entity/Q1213293,The Manuscript Found in Saragossa,Rękopis znaleziony w Saragossie,Jan Potocki
http://www.wikidata.org/entity/Q1215581,The Oxford Murders,Crímenes imperceptibles,Guillermo Martínez
http://www.wikidata.org/entity/Q1199666,The Madman of Fort Ratonneau,Der tolle Invalide auf dem Fort Ratonneau,Ludwig Achim von Arnim
http://www.wikidata.org/entity/Q1211785,The Bridge over the River Kwai,Le Pont de la Rivière Kwai,Pierre Boulle
http://www.wikidata.org/entity/Q1198839,Le Grand Meaulnes,Le Grand Meaulnes,Alain-Fournier
http://www.wikidata.org/entity/Q1213050,The Clique,,Lisi Harrison
http://www.wikidata.org/entity/Q1214705,Marie of the Port,La Marie du port,Georges Simenon
http://www.wikidata.org/entity/Q1216833,Roseanna,Roseanna,Sjöwall and Wahlöö
http://www.wikidata.org/entity/Q1410208,Q1410208,Katzelmacher,Rainer Werner Fassbinder
http://www.wikidata.org/entity/Q1249425,The Constant Gardener,The Constant Gardener,John le Carré
http://www.wikidata.org/entity/Q1400274,Last Exit to Brooklyn,Last Exit to Brooklyn,Hubert Selby Jr.
http://www.wikidata.org/entity/Q1250822,Taras Bulba,Тарас Бульба,Nikolai Gogol
http://www.wikidata.org/entity/Q1470488,Édes Anna,Édes Anna,Dezső Kosztolányi
http://www.wikidata.org/entity/Q1328934,War Horse,War Horse,Nick Stafford
http://www.wikidata.org/entity/Q1479491,XIII,,Jean Van Hamme
http://www.wikidata.org/entity/Q1322449,Jaws,Jaws,Peter Benchley
http://www.wikidata.org/entity/Q1317723,Bloodline,Bloodline,Sidney Sheldon
http://www.wikidata.org/entity/Q1307153,The Rules of Attraction,The Rules of Attraction,Bret Easton Ellis
http://www.wikidata.org/entity/Q1432041,Big Trouble,Big Trouble,Dave Barry
http://www.wikidata.org/entity/Q1316325,The Polar Express,The Polar Express,Chris Van Allsburg
http://www.wikidata.org/entity/Q1428590,Beware of Pity,Ungeduld des Herzens,Stefan Zweig
http://www.wikidata.org/entity/Q1352419,Anne of the Island,Anne of the Island,Lucy Maud Montgomery
http://www.wikidata.org/entity/Q1503314,Michel Vaillant,Michel Vaillant,Jean Graton
http://www.wikidata.org/entity/Q1249536,The Scarlet Pimpernel,The Scarlet Pimpernel,Emma Orczy
http://www.wikidata.org/entity/Q1423641,The Ghost,The Ghost,Robert Harris
http://www.wikidata.org/entity/Q1394009,My Family and Other Animals,My Family and Other Animals,Gerald Durrell
http://www.wikidata.org/entity/Q1275361,Psycho,Psycho,Robert Bloch
http://www.wikidata.org/entity/Q1409198,Viy,Вий,Nikolai Gogol
http://www.wikidata.org/entity/Q1331757,Anne of Avonlea,Anne of Avonlea,Lucy Maud Montgomery
http://www.wikidata.org/entity/Q1345004,The Heart of a Dog,Собачье сердце,Mikhail Bulgakov
http://www.wikidata.org/entity/Q1292533,The English Patient,The English Patient,Michael Ondaatje
http://www.wikidata.org/entity/Q1314153,Sword Stained with Royal Blood,碧血劍,Jin Yong
http://www.wikidata.org/entity/Q1306705,It's Kind of a Funny Story,It's Kind of a Funny Story,Ned Vizzini
http://www.wikidata.org/entity/Q1249655,And the Band Played On,And the Band Played On,Randy Shilts
http://www.wikidata.org/entity/Q1426188,Matilda,Matilda,Roald Dahl
http://www.wikidata.org/entity/Q1448153,The Horse Whisperer,The Horse Whisperer,Nicholas Evans
http://www.wikidata.org/entity/Q1319863,Malpertuis,Malpertuis,Jean Ray
http://www.wikidata.org/entity/Q1411186,Snow Falling on Cedars,Snow Falling on Cedars,David Guterson
http://www.wikidata.org/entity/Q1393977,Revolutionary Road,Revolutionary Road,Richard Yates
http://www.wikidata.org/entity/Q1368978,Liar Game,,Shinobu Kaitani
http://www.wikidata.org/entity/Q1323860,The Last Temptation of Christ,Ο τελευταίος πειρασμός,Nikos Kazantzakis
http://www.wikidata.org/entity/Q1406618,The Most Dangerous Game,The Most Dangerous Game,Richard Connell
http://www.wikidata.org/entity/Q1342891,Uzumaki,うずまき,Junji Itō
http://www.wikidata.org/entity/Q1501981,Story of O,Histoire d'O,Anne Desclos
http://www.wikidata.org/entity/Q1327411,Around the Moon,Autour de la Lune,Jules Verne
http://www.wikidata.org/entity/Q1476462,The BFG,The BFG,Roald Dahl
http://www.wikidata.org/entity/Q1347946,Equus,,Peter Shaffer
http://www.wikidata.org/entity/Q1394138,The Life of an Amorous Woman,好色一代女,Ihara Saikaku
http://www.wikidata.org/entity/Q1318749,The Heaven Sword and Dragon Saber,倚天屠龍記,Jin Yong
http://www.wikidata.org/entity/Q1321785,Phoenix,火の鳥,Osamu Tezuka
http://www.wikidata.org/entity/Q1330429,The Lower Depths,На дне,Maxim Gorky
http://www.wikidata.org/entity/Q1278200,Second Variety,Second Variety,Philip K. Dick
http://www.wikidata.org/entity/Q1268075,The French Lieutenant's Woman,The French Lieutenant's Woman,John Fowles
http://www.wikidata.org/entity/Q1419294,First Blood,First Blood,David Morrell
http://www.wikidata.org/entity/Q1257081,Three Comrades,Drei Kameraden,Erich Maria Remarque
http://www.wikidata.org/entity/Q1384109,Exodus,Exodus,Leon Uris
http://www.wikidata.org/entity/Q1276950,True Grit,True Grit,Charles Portis
http://www.wikidata.org/entity/Q1354668,Inside the Third Reich,Erinnerungen,Albert Speer
http://www.wikidata.org/entity/Q1448428,The Dragon and the George,The Dragon and the George,Gordon R. Dickson
http://www.wikidata.org/entity/Q1458903,Inkheart,Tintenherz,Cornelia Funke
http://www.wikidata.org/entity/Q1479491,XIII,,Yves Sente
http://www.wikidata.org/entity/Q1422745,The Witches,The Witches,Roald Dahl
http://www.wikidata.org/entity/Q1376060,Snow Country,雪国,Yasunari Kawabata
http://www.wikidata.org/entity/Q1383891,Exit to Eden,Exit to Eden,Anne Rice
http://www.wikidata.org/entity/Q1344207,Ring,,Kōji Suzuki
http://www.wikidata.org/entity/Q1388516,Twenty-Four Hours in the Life of a Woman,Vierundzwanzig Stunden aus dem Leben einer Frau,Stefan Zweig
http://www.wikidata.org/entity/Q1388516,Twenty-Four Hours in the Life of a Woman,Veinticuatro horas en la vida de una mujer,Stefan Zweig
http://www.wikidata.org/entity/Q1345110,Entre les murs,Entre les murs,François Bégaudeau
http://www.wikidata.org/entity/Q1317701,The Other Side of Midnight,The Other Side of Midnight,Sidney Sheldon
http://www.wikidata.org/entity/Q1479491,XIII,,William Vance
http://www.wikidata.org/entity/Q1396889,Animal Farm,Animal Farm,George Orwell
http://www.wikidata.org/entity/Q1317839,Martin Eden,Martin Eden,Jack London
http://www.wikidata.org/entity/Q1260932,The Golden Rendezvous,The Golden Rendezvous,Alistair MacLean
http://www.wikidata.org/entity/Q1395765,Fanny Hill,Memoirs of a Woman of Pleasure,John Cleland
http://www.wikidata.org/entity/Q1373644,Eugénie Grandet,Eugénie Grandet,Honoré de Balzac
http://www.wikidata.org/entity/Q1416359,Lives of the Saints,Lives of the Saints,Nino Ricci
http://www.wikidata.org/entity/Q1277317,Scarlet Sails,Scarlet Sails,Alexander Grin
http://www.wikidata.org/entity/Q1277317,Scarlet Sails,Алые паруса,Alexander Grin
http://www.wikidata.org/entity/Q1366540,Maigret and the Yellow Dog,Le Chien jaune,Georges Simenon
http://www.wikidata.org/entity/Q1339541,Bury My Heart at Wounded Knee,Bury My Heart at Wounded Knee,Dee Brown
http://www.wikidata.org/entity/Q1321785,Phoenix,火の鳥,Shōtarō Ishinomori
http://www.wikidata.org/entity/Q1334940,Rebecca,Rebecca,Daphne du Maurier
http://www.wikidata.org/entity/Q1262456,You Only Live Twice,You Only Live Twice,Ian Fleming
http://www.wikidata.org/entity/Q1350672,Rendezvous in Paris,,Vicki Baum
http://www.wikidata.org/entity/Q1476619,Their Eyes Were Watching God,Their Eyes Were Watching God,Zora Neale Hurston
http://www.wikidata.org/entity/Q1470593,Mother Night,Mother Night,Kurt Vonnegut
http://www.wikidata.org/entity/Q1305285,A Dream Play,Ett drömspel,August Strindberg
http://www.wikidata.org/entity/Q1315145,Satantango,Sátántangó,László Krasznahorkai
http://www.wikidata.org/entity/Q1411928,Needful Things,Needful Things,Stephen King
http://www.wikidata.org/entity/Q1272527,Santa Bárbara,Doña Bárbara,Rómulo Gallegos
http://www.wikidata.org/entity/Q1373745,Hoot,Hoot,Carl Hiaasen
http://www.wikidata.org/entity/Q1339346,Pan Tadeusz,Pan Tadeusz,Adam Mickiewicz
http://www.wikidata.org/entity/Q1452613,Spartacus,Spartacus,Howard Fast
http://www.wikidata.org/entity/Q1430486,Journey into Freedom,,Klaus Mann
http://www.wikidata.org/entity/Q1249439,My Brilliant Career,,Miles Franklin
http://www.wikidata.org/entity/Q1470200,Q1470200,Árvácska,Zsigmond Móricz
http://www.wikidata.org/entity/Q1414190,Merry-Go-Round,,Arthur Schnitzler
http://www.wikidata.org/entity/Q1457304,Novecento,,Alessandro Baricco
http://www.wikidata.org/entity/Q1424555,Chocolat,,Joanne Harris
http://www.wikidata.org/entity/Q1335337,"Perceval, the Story of the Grail",,Chrétien de Troyes
http://www.wikidata.org/entity/Q1382412,The Girl Next Door,The Girl Next Door,Jack Ketchum
http://www.wikidata.org/entity/Q1296168,Effi Briest,Effi Briest,Theodor Fontane
http://www.wikidata.org/entity/Q1469294,Ol' Man Adam an' His Chillun,Ol' Man Adam an' His Chillun,Roark Bradford
http://www.wikidata.org/entity/Q1296683,St. Peter's Umbrella,,Kálmán Mikszáth
http://www.wikidata.org/entity/Q1277317,Scarlet Sails,真紅の帆,Alexander Grin
http://www.wikidata.org/entity/Q1426754,Gísla saga,Gísla saga Súrssonar,http://www.wikidata.org/.well-known/genid/eb4bbe36dc9999a2f72a70fc93c1e940
http://www.wikidata.org/entity/Q1401130,The Bonfire of the Vanities,The Bonfire of the Vanities,Tom Wolfe
http://www.wikidata.org/entity/Q1418639,Little Flowers of St. Francis,,Ugolino Brunforte
http://www.wikidata.org/entity/Q1633092,"PS, I Love You","""PS, I Love You""",Cecelia Ahern
http://www.wikidata.org/entity/Q1736306,Catholics,Catholics,Brian Moore
http://www.wikidata.org/entity/Q1756234,Out of Africa,Pożegnanie z Afryką,Karen Blixen
http://www.wikidata.org/entity/Q1756234,Out of Africa,Den afrikanske farm,Karen Blixen
http://www.wikidata.org/entity/Q1777426,Goldfinger,Goldfinger,Ian Fleming
http://www.wikidata.org/entity/Q1654459,Arsenic and Old Lace,,Joseph Kesselring
http://www.wikidata.org/entity/Q1723311,Battlefield Earth,Battlefield Earth,L. Ron Hubbard
http://www.wikidata.org/entity/Q1535121,Spur der Steine,Spur der Steine,Erik Neutsch
http://www.wikidata.org/entity/Q1538580,Brother of Sleep,Schlafes Bruder,Robert Schneider
http://www.wikidata.org/entity/Q1679462,Jakob von Gunten,,Robert Walser
http://www.wikidata.org/entity/Q1548029,Washington Square,Washington Square,Henry James
http://www.wikidata.org/entity/Q1738957,Peter Ibbetson,Peter Ibbetson,George du Maurier
http://www.wikidata.org/entity/Q1681514,"Johnny, My Friend",,Peter Pohl
http://www.wikidata.org/entity/Q1777087,Captain Corelli's Mandolin,Captain Corelli's Mandolin,Louis de Bernières
http://www.wikidata.org/entity/Q1706363,Marie Antoinette: The Portrait of an Average Woman,Marie Antoinette,Stefan Zweig
http://www.wikidata.org/entity/Q1771810,A Wizard of Earthsea,A Wizard of Earthsea,Ursula K. Le Guin
http://www.wikidata.org/entity/Q1682792,Educating Rita,,Willy Russell
http://www.wikidata.org/entity/Q1612826,Chéri,Chéri,Colette
http://www.wikidata.org/entity/Q1507477,Crusade in Jeans,Kruistocht in spijkerbroek,Thea Beckman
http://www.wikidata.org/entity/Q1532325,The Commitments,The Commitments,Roddy Doyle
http://www.wikidata.org/entity/Q1559656,Gösta Berlings Saga,Gösta Berlings saga,Selma Lagerlöf
http://www.wikidata.org/entity/Q1613942,The Thief Lord,Herr der Diebe,Cornelia Funke
http://www.wikidata.org/entity/Q1754636,The Fire Engine That Disappeared,Brandbilen som försvann,Sjöwall and Wahlöö
http://www.wikidata.org/entity/Q1758947,Anna Christie,,Eugene O'Neill
http://www.wikidata.org/entity/Q1648035,Old Boy,オールド・ボーイ,Nobuaki Minegishi
http://www.wikidata.org/entity/Q1755376,The Innocent,,Ian McEwan
http://www.wikidata.org/entity/Q1766205,Red Sorghum,,Mo Yan
http://www.wikidata.org/entity/Q1629456,Orlando: A Biography,Orlando: A Biography,Virginia Woolf
http://www.wikidata.org/entity/Q1570020,Under the Volcano,Under the Volcano,Malcolm Lowry
http://www.wikidata.org/entity/Q1678412,Hunting scenes from Lower Bavaria,Jagdszenen aus Niederbayern,Martin Sperr
http://www.wikidata.org/entity/Q1767294,The Bad Seed,The Bad Seed,William March
http://www.wikidata.org/entity/Q1779262,The Birds,Fuglane,Tarjei Vesaas
http://www.wikidata.org/entity/Q1646944,"Suddenly, Last Summer",,Tennessee Williams
http://www.wikidata.org/entity/Q1639545,The Dance of Death,Dödsdansen,August Strindberg
http://www.wikidata.org/entity/Q1626551,Extremely Loud & Incredibly Close,Extremely Loud & Incredibly Close,Jonathan Safran Foer
http://www.wikidata.org/entity/Q1648035,Old Boy,オールド・ボーイ,Garon Tsuchiya
http://www.wikidata.org/entity/Q1664485,Islands in the Stream,Islands in the Stream,Ernest Hemingway
http://www.wikidata.org/entity/Q1754953,The Comfort of Strangers,The Comfort of Strangers,Ian McEwan
http://www.wikidata.org/entity/Q1563847,Born on the Fourth of July,,Ron Kovic
http://www.wikidata.org/entity/Q1639633,Twenty Years After,Vingt ans après,Alexandre Dumas
http://www.wikidata.org/entity/Q1618062,The Dark Is Rising,,Susan Cooper
http://www.wikidata.org/entity/Q1777844,Terje Vigen,Terje Vigen,Henrik Ibsen
http://www.wikidata.org/entity/Q1573973,Blood Red Rivers,Les Rivières pourpres,Jean-Christophe Grangé
http://www.wikidata.org/entity/Q1563870,But Gentlemen Marry Brunettes,,Anita Loos
http://www.wikidata.org/entity/Q1622722,Eline Vere,,Louis Couperus
http://www.wikidata.org/entity/Q1744399,Klapzubova jedenáctka,Klapzubova jedenáctka,Eduard Bass
http://www.wikidata.org/entity/Q1771006,Diary of a Wimpy Kid: Rodrick Rules,Diary of a Wimpy Kid: Rodrick Rules,Jeff Kinney
http://www.wikidata.org/entity/Q1607978,The Locked Room,Det slutna rummet,Sjöwall and Wahlöö
http://www.wikidata.org/entity/Q1756055,The Illustrated Man,The Illustrated Man,Ray Bradbury
http://www.wikidata.org/entity/Q1762808,Stolen Spring,,Hans Scherfig
http://www.wikidata.org/entity/Q1570779,The Statement,,Brian Moore
http://www.wikidata.org/entity/Q1532788,Bliss,Mutluluk,Zülfü Livaneli
http://www.wikidata.org/entity/Q1551030,Group Portrait with Lady,Gruppenbild mit Dame,Heinrich Böll
http://www.wikidata.org/entity/Q1642629,Pelle the Conqueror,Pelle Erobreren,Martin Andersen Nexø
http://www.wikidata.org/entity/Q1660753,On Stranger Tides,On Stranger Tides,Tim Powers
http://www.wikidata.org/entity/Q1638148,Fear and Trembling,Stupeur et tremblements,Amélie Nothomb
http://www.wikidata.org/entity/Q1536949,Querelle of Brest,Querelle de Brest,Jean Genet
http://www.wikidata.org/entity/Q1761597,Blood on the Moon,Blood on the Moon,James Ellroy
http://www.wikidata.org/entity/Q1632269,Il fu Mattia Pascal,Il fu Mattia Pascal,Luigi Pirandello
http://www.wikidata.org/entity/Q1732704,A Battle of Nerves,La Tête d'un homme,Georges Simenon
http://www.wikidata.org/entity/Q1757820,The Rector of Vejlbye,Præsten i Vejlbye,Steen Steensen Blicher
http://www.wikidata.org/entity/Q1636184,Victoria,Victoria,Knut Hamsun
http://www.wikidata.org/entity/Q1605244,Adolphe,Adolphe,Benjamin Constant
http://www.wikidata.org/entity/Q1760357,The Death and Life of Charlie St. Cloud,The Death and Life of Charlie St. Cloud,Ben Sherwood
http://www.wikidata.org/entity/Q1767499,A Beautiful Mind,"A beautiful mind: a biography of John Forbes Nash, Jr., winner of the Nobel Prize in economics, 1994",Sylvia Nasar
http://www.wikidata.org/entity/Q1567059,The Story of My Life,The Story of My Life,Helen Keller
http://www.wikidata.org/entity/Q1659447,The Marvelous Land of Oz,The Marvelous Land of Oz,L. Frank Baum
http://www.wikidata.org/entity/Q1777072,Like Water for Chocolate,Como agua para chocolate,Laura Esquivel
http://www.wikidata.org/entity/Q1630805,Hotel,Hotel,Arthur Hailey
http://www.wikidata.org/entity/Q1539509,The Invisible Man,The Invisible Man,H. G. Wells
http://www.wikidata.org/entity/Q1660401,Tales of Moonlight and Rain,雨月物語,Ueda Akinari
http://www.wikidata.org/entity/Q1767509,I Am David,,Anne Holm
http://www.wikidata.org/entity/Q1541914,The Handmaid's Tale,The Handmaid's Tale,Margaret Atwood
http://www.wikidata.org/entity/Q1541914,The Handmaid's Tale,La Servante écarlate,Margaret Atwood
http://www.wikidata.org/entity/Q1710847,Jew Süss,Jud Süß,Lion Feuchtwanger
http://www.wikidata.org/entity/Q1619595,Valley of the Dolls,Valley of the Dolls,Jacqueline Susann
http://www.wikidata.org/entity/Q1777087,Captain Corelli's Mandolin,Corelli's Mandolin,Louis de Bernières
http://www.wikidata.org/entity/Q1659347,Point of Impact,Point of Impact,Stephen Hunter
http://www.wikidata.org/entity/Q1545663,Grendel,Grendel,John Gardner
http://www.wikidata.org/entity/Q1746652,"Little Man, What Now?",Kleiner Mann – was nun?,Hans Fallada
http://www.wikidata.org/entity/Q1666691,Sphere,Sphere,Michael Crichton
http://www.wikidata.org/entity/Q1633629,Crimes of the Heart,,Beth Henley
http://www.wikidata.org/entity/Q1557588,The Wings of the Dove,The Wings of the Dove,Henry James
http://www.wikidata.org/entity/Q1541934,Dream Boy,Dream Boy,Jim Grimsley
http://www.wikidata.org/entity/Q1767259,Shake Hands with the Devil,J'ai serré la main du diable,Roméo Dallaire
http://www.wikidata.org/entity/Q1538984,The Cider House Rules,The Cider House Rules,John Irving
http://www.wikidata.org/entity/Q1535032,Ripley's Game,Ripley's Game,Patricia Highsmith
http://www.wikidata.org/entity/Q1649862,The Big Sleep,The Big Sleep,Raymond Chandler
http://www.wikidata.org/entity/Q1753343,The Laramie Project,,Moisés Kaufman
http://www.wikidata.org/entity/Q1771382,The Reptile Room,The Reptile Room,Daniel Handler
http://www.wikidata.org/entity/Q1762979,Babette's Feast,,Karen Blixen
http://www.wikidata.org/entity/Q1524588,Sophie's Choice,Sophie's Choice,William Styron
http://www.wikidata.org/entity/Q1783411,The Lovely Bones,The Lovely Bones,Alice Sebold
http://www.wikidata.org/entity/Q1646002,Forever Amber,,Kathleen Winsor
http://www.wikidata.org/entity/Q1769105,The Motorcycle Diaries,Diarios de motocicleta,Che Guevara
http://www.wikidata.org/entity/Q1610253,A Single Man,A Single Man,Christopher Isherwood
http://www.wikidata.org/entity/Q1513820,The Royal Game,Schachnovelle,Stefan Zweig
http://www.wikidata.org/entity/Q1700250,"Lila, Lila","Lila, Lila",Martin Suter
http://www.wikidata.org/entity/Q1756234,Out of Africa,Out of Africa,Karen Blixen
http://www.wikidata.org/entity/Q1604118,Shirley Valentine,,Willy Russell
http://www.wikidata.org/entity/Q1821318,The Poseidon Adventure,The Poseidon Adventure,Paul Gallico
http://www.wikidata.org/entity/Q1973240,Rising Sun,Rising Sun,Michael Crichton
http://www.wikidata.org/entity/Q1866715,Li'l Abner,,
http://www.wikidata.org/entity/Q1811866,The Mask,,
http://www.wikidata.org/entity/Q1988792,The Sheltering Sky,The Sheltering Sky,Paul Bowles
http://www.wikidata.org/entity/Q1800524,Evil,,Jan Guillou
http://www.wikidata.org/entity/Q1978467,All the King's Men,All the King's Men,Robert Penn Warren
http://www.wikidata.org/entity/Q1940145,Chitty-Chitty-Bang-Bang,Chitty-Chitty-Bang-Bang: The Magical Car,Ian Fleming
http://www.wikidata.org/entity/Q1862102,Cheaper by the Dozen,Cheaper by the Dozen,Ernestine Gilbreth Carey
http://www.wikidata.org/entity/Q1886814,The Notebook,The Notebook,Nicholas Sparks
http://www.wikidata.org/entity/Q1900478,Mutiny on the Bounty,Mutiny on the Bounty,James Norman Hall
http://www.wikidata.org/entity/Q1857708,The Joy Luck Club,The Joy Luck Club,Amy Tan
http://www.wikidata.org/entity/Q2068245,Easy Money,,Jens Lapidus
http://www.wikidata.org/entity/Q2020094,La Reine Margot,La Reine Margot,Alexandre Dumas
http://www.wikidata.org/entity/Q1932742,Colonel Chabert,Le Colonel Chabert,Honoré de Balzac
http://www.wikidata.org/entity/Q2026644,Opernball,Opernball,Josef Haslinger
http://www.wikidata.org/entity/Q2037865,The Devil Wears Prada,The Devil Wears Prada,Lauren Weisberger
http://www.wikidata.org/entity/Q1836777,Lucky Jim,Lucky Jim,Kingsley Amis
http://www.wikidata.org/entity/Q1966939,The State Counsellor,Статский советник,Boris Akunin
http://www.wikidata.org/entity/Q2069220,Up in the Air,Up in the Air,Walter Kirn
http://www.wikidata.org/entity/Q1823758,Flirtation,,Arthur Schnitzler
http://www.wikidata.org/entity/Q1965615,Q1965615,La Confession d'un enfant du siècle,Alfred de Musset
http://www.wikidata.org/entity/Q2085749,The Apprenticeship of Duddy Kravitz,The Apprenticeship of Duddy Kravitz,Jean Simard
http://www.wikidata.org/entity/Q2085749,The Apprenticeship of Duddy Kravitz,L'Apprentissage de Duddy Kravitz,Jean Simard
http://www.wikidata.org/entity/Q1936509,"Mine-Haha, or On the Bodily Education of Young Girls",,Frank Wedekind
http://www.wikidata.org/entity/Q1811390,We Can Remember It for You Wholesale,We Can Remember It for You Wholesale,Philip K. Dick
http://www.wikidata.org/entity/Q1815659,Less Than Zero,Less Than Zero,Bret Easton Ellis
http://www.wikidata.org/entity/Q2052076,Busman's Honeymoon,Busman's Honeymoon,Dorothy L. Sayers
http://www.wikidata.org/entity/Q1956434,Super-Toys Last All Summer Long,Supertoys Last All Summer Long,Brian Aldiss
http://www.wikidata.org/entity/Q2078794,The Keep,The Keep,F. Paul Wilson
http://www.wikidata.org/entity/Q1799525,Death Wish,Death Wish,Brian Garfield
http://www.wikidata.org/entity/Q1886719,The Turkish Gambit,Турецкий гамбит,Boris Akunin
http://www.wikidata.org/entity/Q2056663,Brighton Rock,Brighton Rock,Graham Greene
http://www.wikidata.org/entity/Q2070380,The Tombs of Atuan,The Tombs of Atuan,Ursula K. Le Guin
http://www.wikidata.org/entity/Q2033182,Murder at the Savoy,"Polis, polis, potatismos!",Sjöwall and Wahlöö
http://www.wikidata.org/entity/Q2034080,Five Get Into Trouble,Five Get Into Trouble,Enid Blyton
http://www.wikidata.org/entity/Q1992620,War Horse,Ceffyl rhyfel,Michael Morpurgo
http://www.wikidata.org/entity/Q1792726,The Moon and Sixpence,The Moon and Sixpence,William Somerset Maugham
http://www.wikidata.org/entity/Q1975638,Schindler's Ark,Schindler's list,Thomas Keneally
http://www.wikidata.org/entity/Q2087878,Gaku: Minna no Yama,岳 みんなの山,Shin'ichi Ishizuka
http://www.wikidata.org/entity/Q1788243,The Unknown Soldier,Tuntematon sotilas,Väinö Linna
http://www.wikidata.org/entity/Q1789161,By the Pricking of My Thumbs,By the Pricking of My Thumbs,Agatha Christie
http://www.wikidata.org/entity/Q1990359,The Lucky One,The Lucky One,Nicholas Sparks
http://www.wikidata.org/entity/Q2094684,Outbreak,Outbreak,Robin Cook
http://www.wikidata.org/entity/Q1811417,The Minority Report,The Minority Report,Philip K. Dick
http://www.wikidata.org/entity/Q1900478,Mutiny on the Bounty,Mutiny on the Bounty,Charles Nordhoff
http://www.wikidata.org/entity/Q2124771,The Luck of Barry Lyndon,,William Makepeace Thackeray
http://www.wikidata.org/entity/Q2086517,The Premature Burial,The Premature Burial,Edgar Allan Poe
http://www.wikidata.org/entity/Q1889422,The Odd Couple,,Neil Simon
http://www.wikidata.org/entity/Q1952295,The Letter,,William Somerset Maugham
http://www.wikidata.org/entity/Q1990880,Karlsson-on-the-Roof,Lillebror och Karlsson på taket,Astrid Lindgren
http://www.wikidata.org/entity/Q2048624,"Pamela; or, Virtue Rewarded","Pamela; or, Virtue Rewarded",Samuel Richardson
http://www.wikidata.org/entity/Q2079142,The Dark Fields,The Dark Fields,Alan Glynn
http://www.wikidata.org/entity/Q2053134,The Kennel Murder Case,The Kennel Murder Case,Willard Huntington Wright
http://www.wikidata.org/entity/Q2006254,L'Aigle à deux têtes,,Jean Cocteau
http://www.wikidata.org/entity/Q1992099,Breakfast on Pluto,Breakfast on Pluto,Patrick McCabe
http://www.wikidata.org/entity/Q2085749,The Apprenticeship of Duddy Kravitz,The Apprenticeship of Duddy Kravitz,Mordecai Richler
http://www.wikidata.org/entity/Q2085749,The Apprenticeship of Duddy Kravitz,L'Apprentissage de Duddy Kravitz,Mordecai Richler
http://www.wikidata.org/entity/Q2069298,De Avonden,,Gerard Reve
http://www.wikidata.org/entity/Q1990342,Cabal,Cabal,Clive Barker
http://www.wikidata.org/entity/Q1935469,Red Harvest,Red Harvest,Dashiell Hammett
http://www.wikidata.org/entity/Q1983935,The Woman and the Puppet,La Femme et le Pantin,Pierre Louÿs
http://www.wikidata.org/entity/Q2034560,Azumi,,Yū Koyama
http://www.wikidata.org/entity/Q2034039,The Last Song,The Last Song,Nicholas Sparks
http://www.wikidata.org/entity/Q2071759,Cool Air,Cool Air,H. P. Lovecraft
http://www.wikidata.org/entity/Q2111103,Private Parts,Private Parts,Howard Stern
http://www.wikidata.org/entity/Q1796984,Journey into Fear,,Eric Ambler
http://www.wikidata.org/entity/Q1862102,Cheaper by the Dozen,Cheaper by the Dozen,"Frank Bunker Gilbreth, Jr."
http://www.wikidata.org/entity/Q2023950,"Quitters, Inc.",,Stephen King
http://www.wikidata.org/entity/Q1989636,Ivan Vasilievich,Иван Васильевич,Mikhail Bulgakov
http://www.wikidata.org/entity/Q2060409,MASH: A Novel About Three Army Doctors,MASH: A Novel About Three Army Doctors,Richard Hooker
http://www.wikidata.org/entity/Q2040950,The Ledge,,Stephen King
http://www.wikidata.org/entity/Q1992620,War Horse,War Horse,Michael Morpurgo
http://www.wikidata.org/entity/Q2027418,Stormbreaker,Stormbreaker,Anthony Horowitz
http://www.wikidata.org/entity/Q2090270,My Father's Glory,La Gloire de Mon Père,Marcel Pagnol
http://www.wikidata.org/entity/Q1952957,Thunderball,Thunderball,Ian Fleming
http://www.wikidata.org/entity/Q1989312,Lokis,,Prosper Mérimée
http://www.wikidata.org/entity/Q2060409,MASH: A Novel About Three Army Doctors,MASH: A Novel About Three Army Doctors,W. C. Heinz
http://www.wikidata.org/entity/Q2111103,Private Parts,Private Parts,"Larry ""Ratso"" Sloman"
http://www.wikidata.org/entity/Q1810196,Dandelion Wine,Dandelion Wine,Ray Bradbury
http://www.wikidata.org/entity/Q1893973,The IPCRESS File,,Len Deighton
