book_wikidata_id,title,author,year,part_of_series,is_literary_work,is_written_work,is_comic_book_seris,is_book_series,is_manga_series,is_novel,is_short_story,is_play,is_novella,is_fiction,is_non_fiction,is_children,is_historical,is_drama,is_anime,is_fantasy,is_science_fiction,is_horror,is_thriller,is_detective,is_satire,is_comedy,won_price
Q1027487,Mr. Popper's Penguins,Richard Atwater,1938,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Q1029093,Scoop,Evelyn Waugh,1938,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Q102918952,Q102918952,Roger Lemelin,1948,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10296972,The First Half of My Life,Puyi,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q103036112,Q103036112,Park Bum-shin,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10339524,O Pagador de Promessas,Dias Gomes,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10341404,Orfeu da Conceição,Vinícius de Moraes,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Q1035138,Captains Courageous,Rudyard Kipling,1897,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1035139,Hellblazer,Alan Moore,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1036769,Black Hawk Down,Mark Bowden,1999,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Q10381238,The Case of the Caretaker's Cat,Erle Stanley Gardner,1998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10381240,The Case of the Curious Bride,Erle Stanley Gardner,1935,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10381242,The Case of the Howling Dog,Erle Stanley Gardner,1999,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10381304,The Daffodil Mystery,Edgar Wallace,,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Q103842961,Bluebeard's Eighth Wife,Alfred Savoir,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Q103920800,Q103920800,Yi Chong-jun,1985,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10396623,Śmierć Miasta,Władysław Szpilman,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q104092261,The last Jews in Berlin,Leonard Gross,1983,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q104119645,Be with You,Takuji Ichikawa,2003,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1041621,Hell Screen,Ryūnosuke Akutagawa,1918,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1042011,Night Watch,Sergey Lukyanenko,1998,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Q10437068,Q10437068,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1043792,Carmilla,Sheridan Le Fanu,1872,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Q104407058,Oliver's Story,Erich Segal,1977,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1045464,The Age of Innocence,Edith Wharton,1920,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Q10468603,Q10468603,Jan Guillou,1993,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1047711,Casino Royale,Ian Fleming,1953,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10481791,Q10481791,Ingvar Ambjørnsen,1999,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10483376,A Little Princess,Frances Hodgson Burnett,1905,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Q104833974,Peter Pettinger,Willie Riley,1925,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q104835706,The Milagro Beanfield War,John Nichols,1974,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1048916,Cyrano de Bergerac,Edmond Rostand,1897,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Q104917425,Choturtha Matra,Shahidul Zahir,1999,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10503788,The Night of the Generals,Hans Hellmut Kirst,1962,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10503922,Short cuts,Raymond Carver,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10508924,The Pig Party,Leif G. W. Persson,1978,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1052412,Cecilia Valdés,Cirilo Villaverde,1839,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1053313,Jerusalem Delivered,Torquato Tasso,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10533247,I taket lyser stjärnorna,Johanna Thydell,2003,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q105388971,Fifty Dead Men Walking,Martin McGartland,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q105393993,Compulsion,Meyer Levin,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1054065,Walkabout,Donald G. Payne,1959,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10542382,Mr. Midshipman Hornblower,C. S. Forester,1950,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10543798,Q10543798,Adolf Burger,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10546824,Border Town,Shen Congwen,1936,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1054767,Naoko,Keigo Higashino,1998,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Q10548483,Headhunters,Jo Nesbø,2008,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Q105517306,Outcast,Hubert Henry Davies,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q105530874,Nowhere in Africa,Stefanie Zweig,1995,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Q105539431,Q105539431,Jules Supervielle,1926,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Q105714109,Angélique: The Road to Versailles,Anne Golon,,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1057617,Gantz,Hiroya Oku,2000,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
Q105775136,Herzlich willkommen,Walter Kempowski,1984,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10586664,My Life as a Dog,Reidar Jönsson,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10588967,Murder on the Thirty-First Floor,Per Wahlöö,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1059553,Zorba the Greek,Nikos Kazantzakis,1946,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q105962961,Q105962961,Tōson Shimazaki,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q105975154,Q105975154,Patrice Duvic,1986,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Q105987500,Q105987500,Boris Lavrenyov,1924,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10600843,Q10600843,Astrid Lindgren,1949,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1060471,The Adventure of the Speckled Band,Arthur Conan Doyle,1891,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Q1060522,Oscar and Lucinda,Peter Carey,1988,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Q1061284,Captain Pantoja and the Special Service,Mario Vargas Llosa,1973,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q106160501,Angels and Insects,A. S. Byatt,1992,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q106199,Commentarii de Bello Gallico,Aulus Hirtius,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q106202411,37˚2 le matin,Philippe Djian,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q106211445,Q106211445,Philippe Djian,2009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1062201,The Old Capital,Yasunari Kawabata,1962,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1062365,Hunger,Knut Hamsun,1890,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10632121,Pippi in the South Seas,Astrid Lindgren,1948,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
Q106323948,Q106323948,Manfred Bieler,1969,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q106412767,Kiss the Blood Off My Hands,Gerald Butler,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1064945,If Only It Were True,Marc Levy,2000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q106530209,The First Year,Frank Craven,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Q106564101,Carl and Anna,Leonhard Frank,1927,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10659365,Q10659365,Inger Alfvén,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1066781,Charley's Aunt,Brandon Thomas,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q106687739,Kabuliwala,Rabindranath Tagore,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Q106764069,Ride the Pink Horse,Dorothy B. Hughes,1946,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1068054,The Shadow Over Innsmouth,H. P. Lovecraft,1936,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
Q1070567,Bunny Drop,Yumi Unita,2005,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q107079290,Sita Bibaha,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q107237726,Eisenheim the Illusionist,Steven Millhauser,1990,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1072975,The Housekeeper and the Professor,Yoko Ogawa,2003,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q107360094,Sweet William,Beryl Bainbridge,1975,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q107376663,Miss Evers' Boys,David Feldshuh,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1074256,"Bright Lights, Big City",Jay McInerney,1984,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q107458915,Wise guy,Nikos Tsiforos,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Q107464374,Any Wednesday,Muriel Resnik,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Q107519640,Q107519640,,2000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q107521621,The Prisoner of Second Avenue,Neil Simon,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q107552520,Bombshell,Mack Crane,1933,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1076912,Rashōmon,Ryūnosuke Akutagawa,1915,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q107719019,The Whale Rider,Witi Ihimaera,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1077402,Cutie Honey,Go Nagai,1973,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Q107994703,Light and the Sufferer,Jonathan Lethem,1995,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q108009201,Charlottesville,Nan Randall,1979,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q108076402,The Sunny South,George Darrell,1975,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q108150155,Q108150155,Erich Kästner,1951,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q108296527,"Good Morning, Miss Dove",,1954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q108309265,Eleanor and Franklin,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1083331,The Defense,Vladimir Nabokov,1930,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1083795,Cosmopolis,Don DeLillo,2003,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Q108438359,Mr. Denning Drives North,Alec Coppel,1950,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q108438393,A Man About a Dog,Alec Coppel,1947,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q108464841,The Old Garden,Hwang Sok-yong,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q108501696,"To Dorothy, a Son",Roger MacDougall,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Q108558054,"Goodbye, Columbus",Philip Roth,1959,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Q108619324,Poison Pen,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1088165,Blood Work,Michael Connelly,1998,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q108821910,They Were Sisters,Dorothy Whipple,1943,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10884462,Q10884462,Muneki Yamada,2003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q108877525,La Grande Ceinture,René Fallet,1956,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q108962133,Q108962133,Lars Saabye Christensen,1992,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1089763,The Power of One,Bryce Courtenay,1989,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Q1090444,An Outcast of the Islands,Joseph Conrad,1896,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Q109050687,Jack in the Box,William Kotzwinkle,1980,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q10905245,Half a Lifelong Romance,Eileen Chang,1948,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q109134750,Build My Gallows High,Daniel Mainwaring,1946,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q109284453,Gone to Earth,Mary Webb,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1093819,Maigret Sets a Trap,Georges Simenon,1955,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Q109391028,Q109391028,Karl May,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q109391134,Q109391134,Karl May,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1093988,Crash,J. G. Ballard,1973,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Q109471965,The Screaming Skull,Francis Marion Crawford,1908,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q109617046,My friend Lefterakis,Alekos Sakellarios,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Q109715507,The Paragon,Roland Pertwee,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Q10986313,Kanchana Sita,C. N. Sreekantan Nair,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q110029700,Himizu,Minoru Furuya,2001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1100856,Mort & Phil,Francisco Ibáñez Talavera,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q11009630,The Shipping News,Annie Proulx,1993,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Q110128479,The Fool of the Family,Margaret Kennedy,1930,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q11023837,Karlsson Flies Again,Astrid Lindgren,1962,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Q11023883,Karlsson is Sneaking Around Again,Astrid Lindgren,1968,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Q11026841,Disclosure,Michael Crichton,1994,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Q11036624,A Dog of Flanders,Ouida,1872,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Q110414978,Waiting to Exhale,Terry McMillan,1992,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q110529066,Mliss,Bret Harte,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q110813643,Q110813643,Johan Falkberget,1913,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q110908860,Q110908860,Donna VanLiere,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q110914332,Q110914332,Curt Goetz,1928,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q110972638,Q110972638,Edvard Hoem,1974,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q110996251,The Woman in Red,Anthony Gilbert,1941,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
Q110998504,The Travelling Lady,Horton Foote,1954,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q111009980,Counsellor-at-Law,Elmer Rice,1931,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q11118328,Meetings with Remarkable Men,George Gurdjieff,1963,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q111201632,Q111201632,Yang Sok-il,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q11125816,The Lincoln Lawyer,Michael Connelly,2005,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Q111288725,Chrysalis,Ray Bradbury,,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Q111345310,Q111345310,Giorgio Bassani,1955,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q111397509,Q111397509,Gerhart Hauptmann,1922,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q111525734,Ambassador from the United States,Vincent Sheean,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1115676,The Wayward Bus,John Steinbeck,1947,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q11157229,When Worlds Collide,Edwin Balmer,,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Q111621553,Q111621553,Gisken Wildenvey,1934,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q111621562,Q111621562,Lorentz N. Kvam,1919,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q111621568,Q111621568,Arve Moen,1948,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q11169650,Devdas,Sarat Chandra Chattopadhyay,1917,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Q111712367,The Twonky,Henry Kuttner,1942,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q111755684,Q111755684,Éric Rohmer,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1117884,Crying Freeman,Kazuo Koike,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q111874285,Q111874285,Edward Bulwer-Lytton,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1119015,The deception,Nicolas Born,1979,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q111982590,Submarino,Jonas T. Bengtsson,2007,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q112043410,Q112043410,Martha Christensen,1987,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q112131070,Q112131070,Astrid Lindgren,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1121567,Michael Strogoff,Jules Verne,1876,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Q112200026,Le soldatesse,Ugo Pirro,1956,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Q1122549,Master of the World,Jules Verne,1904,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Q112407,Even Cowgirls Get the Blues,Tom Robbins,1976,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q11244045,The Way West,A. B. Guthrie Jr.,1949,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Q1125771,Congo,Michael Crichton,1980,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
Q11258916,Aa Nomugi-tōge,Shigemi Yamamoto,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Q112686836,Q112686836,Tamara Bos,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
